income,debt,credit_score,employment_years,credit_limit,credit_used,default
73298,116849,785,20.5,18586,1293,0
25768,12696,590,8.2,3526,3526,1
19298,6621,721,2.5,57501,1575,0
80076,4334,666,4.4,22780,14770,0
61442,11204,486,4.4,9907,1702,0
28532,12065,558,0.9,5542,5542,1
29092,14503,635,0.9,8756,8756,0
96304,10528,761,2.5,10495,10495,0
24013,22172,696,9.7,13473,13473,0
131348,9798,533,0.0,28296,5288,0
28556,2841,636,6.1,7092,1975,0
71900,11855,850,0.2,14675,4480,0
40249,2010,661,2.6,4005,2951,0
70397,17730,617,4.1,7409,2596,0
35367,6103,699,4.6,12883,5629,0
44459,15225,726,0.2,16057,3713,0
50239,38226,604,2.2,5841,2497,0
26868,6254,700,3.5,7270,3941,0
76458,31226,617,0.3,27512,8055,0
36029,9445,722,0.6,22322,11623,0
42738,54315,667,4.4,11452,1161,0
26995,9975,698,2.9,2068,2068,0
10536,6820,574,0.7,57400,4328,0
43712,23151,568,3.1,9760,1695,0
208474,9427,745,9.8,7952,4413,0
78493,6815,642,0.1,6866,5615,0
48458,9115,679,4.1,12880,7840,0
41868,12891,619,0.3,12973,5268,0
49686,39095,740,0.0,19253,2224,0
68069,2843,589,0.7,5176,5176,0
24137,13609,636,2.2,7953,7953,0
95664,22025,729,6.5,41002,8082,0
75300,15596,767,1.3,11582,11582,0
75426,38097,598,3.9,8771,6125,0
63773,12588,846,2.1,5120,5120,0
49601,11526,681,1.1,14103,5173,0
73403,21458,546,2.9,20368,4923,0
69919,14464,687,6.4,18255,8705,0
39639,9776,612,7.1,8257,8257,0
34747,20189,693,7.5,12745,12745,0
52110,7927,646,1.7,31894,8380,0
124171,8193,657,6.3,20944,7824,0
23308,8757,559,1.0,5716,5716,1
20323,39437,749,5.4,1665,1665,1
54114,1016,534,11.9,12182,12182,1
50541,18333,539,0.1,17309,3972,0
54394,13731,687,2.3,4617,4617,0
56748,3482,810,4.2,9836,6692,0
42876,17116,615,4.8,8229,8229,0
119841,19547,720,0.8,10647,10647,0
18760,21412,757,14.3,6760,6760,0
29819,1601,731,3.8,24425,11208,0
46076,39859,619,0.7,10977,3462,0
18290,7404,541,0.1,5349,5349,1
44112,23139,429,6.1,18811,9192,1
132838,24170,624,0.3,4085,4085,0
49639,6625,768,0.6,24322,13240,0
56298,22660,538,3.4,19806,19806,1
23015,9814,720,3.7,26182,1716,0
33867,2548,555,4.6,8859,2384,0
39139,34003,661,2.0,6993,6993,0
40513,7187,721,5.9,10497,7216,0
105766,6744,584,14.7,9329,5836,0
68502,9677,667,1.3,6267,4430,0
25163,16610,608,4.9,6717,6717,1
56835,12761,721,10.6,7658,7658,0
66101,20712,674,4.6,4363,2701,0
97158,4575,656,4.6,15908,4504,0
126541,7377,806,1.0,9541,3584,0
26661,12176,716,3.1,7976,7976,0
30136,60981,581,3.3,4549,4549,1
23051,12197,641,4.8,4393,4393,0
42599,31830,642,23.0,38374,9799,0
64849,13778,658,0.1,6380,6380,0
88646,9073,850,0.3,15174,2930,0
46837,10967,687,0.3,11090,2319,0
40461,11676,446,5.4,1419,1419,1
53694,21653,596,0.6,34708,5489,0
29700,40122,457,3.9,15976,1425,1
171738,17814,617,1.6,5783,3698,0
18684,34533,451,2.4,9703,6186,1
54767,6174,563,1.0,4427,2747,0
165076,9588,498,8.0,35538,1972,0
49221,7484,688,3.5,5243,4077,0
43738,17181,650,11.6,6863,1885,0
39558,10025,680,3.4,5939,5939,0
43992,23952,640,0.5,10470,855,0
111715,6344,511,0.7,25828,5331,0
13002,13828,701,18.1,34633,7844,0
123015,23144,842,5.2,7485,4530,0
20861,2560,691,0.2,12897,12897,0
41773,72934,607,4.9,10481,1432,1
37890,10652,507,2.1,4978,2615,1
69782,2644,559,1.5,53949,3652,0
18791,15161,695,0.7,25692,9334,0
64686,13722,757,7.3,11298,5983,0
165146,12513,676,0.3,29951,29951,0
21636,29524,730,1.4,23120,2380,0
54930,24293,721,1.5,10481,1400,0
32952,16955,701,0.7,12434,12434,0
63293,19151,584,2.8,28524,1356,0
49587,12290,667,0.0,5104,5104,0
33360,55293,565,1.4,31939,2037,1
65691,4091,652,10.9,8454,763,0
144728,14939,683,1.5,28775,3508,0
43715,14073,818,1.8,9861,9861,0
75497,25607,519,2.6,12536,1637,0
22562,6802,698,3.3,9662,8254,0
27616,3311,798,6.6,6821,6821,0
65085,15145,726,0.8,8192,1565,0
119428,16730,733,8.2,25988,4004,0
60680,43988,709,5.7,1959,1959,0
40626,4835,780,5.1,4158,4158,0
49000,33650,541,0.4,5956,3884,1
23150,88781,511,0.1,4652,4652,1
70454,9875,649,3.6,28481,2653,0
83233,4756,434,8.0,23870,13391,1
37375,9647,773,3.5,14979,13386,0
36974,13510,772,1.0,6333,5480,0
57499,20974,607,0.4,25198,6049,0
37721,8324,613,4.8,3256,2000,0
47114,46358,643,5.1,44329,1456,0
172790,5477,655,0.8,6129,3502,0
42268,3323,663,0.1,8239,4543,0
39537,32382,706,2.1,7328,7328,0
33239,2165,633,3.5,4670,4670,0
76612,11347,744,4.9,38085,5804,0
43970,161805,695,6.6,17192,14350,1
33202,13232,589,3.8,23175,2102,0
108313,5450,784,0.5,4202,4202,0
114894,12760,514,4.6,11234,2413,0
34192,12828,641,16.6,14253,14253,0
15996,15192,747,9.4,11962,4856,0
89725,22693,578,8.2,4393,814,0
32507,5818,681,1.4,21012,9482,0
78777,51536,704,5.6,10776,10184,0
15032,16254,564,7.6,5072,3259,1
83747,23895,643,4.5,2701,2701,0
23702,8083,634,1.2,15134,4257,0
75998,37388,595,12.3,55013,869,0
49442,10876,850,2.4,4863,585,0
27657,16681,574,0.6,11151,11151,1
38399,6333,750,0.5,21533,2341,0
73998,6018,611,4.2,4069,4069,0
52236,23169,541,2.3,7073,7073,1
69609,9369,660,0.4,5420,5420,0
160470,6748,715,5.4,19718,2737,0
19177,7986,742,6.4,25031,1156,0
129357,23369,806,5.2,11063,1848,0
52188,8077,850,0.9,5491,3289,0
28588,12160,675,4.7,7259,581,0
22066,13521,584,0.0,6366,3204,0
43762,2882,695,1.5,4994,4099,0
85220,4118,623,2.0,9215,1533,0
45409,17484,743,7.2,14800,1927,0
121381,7408,520,2.0,13949,4030,0
20523,31113,850,0.0,9840,6773,0
48667,28953,736,1.7,10300,2205,0
23123,23750,482,2.8,9348,6393,1
60973,57286,579,11.9,3992,3992,1
83461,12501,732,11.3,11071,5127,0
38084,22451,768,0.8,6578,2733,0
10275,8371,523,0.8,3854,1480,1
55236,95025,721,0.7,12829,12829,1
63707,65310,455,6.2,6450,6450,1
62478,13487,641,0.0,11608,11608,0
102896,18202,761,0.5,17914,4558,0
25780,39634,595,3.1,5089,4240,1
73727,11876,499,1.1,10556,7643,1
100258,7901,665,0.4,2787,943,0
16862,26881,590,1.8,28934,1802,1
59385,14225,713,1.3,3822,2397,0
36225,15466,561,2.9,6902,3265,0
46681,6854,573,15.5,25257,2227,0
60392,3381,448,0.5,8399,6631,1
36595,16138,667,1.9,4280,4280,0
32682,27556,634,10.8,16304,16304,1
50036,11152,531,8.4,16049,16049,1
25531,42156,669,2.0,6354,1577,1
25553,7607,753,4.8,6854,5612,0
73690,5746,628,0.4,7297,5603,0
24605,12660,677,5.0,8562,4852,0
73115,12506,677,14.4,2630,1851,0
64702,24735,530,3.1,8717,2153,0
17405,7187,850,2.8,34501,6102,0
32645,39914,603,0.8,5286,2099,1
100355,64443,716,4.0,6578,5672,0
27209,12948,727,3.6,4322,3939,0
37099,36307,636,4.2,15192,5583,0
64682,5738,711,0.1,22977,2084,0
78436,31577,675,3.2,22612,5663,0
42154,30879,508,3.6,4131,2224,1
34252,26655,617,0.9,14043,5680,0
115084,13194,589,0.9,27001,16407,0
139154,1257,604,1.3,14140,6216,0
88196,7995,520,5.0,13834,6566,0
51596,8097,763,3.7,7114,7114,0
30183,6108,810,7.5,11546,1390,0
29784,14732,748,1.4,23516,23087,0
67071,9555,777,9.7,12453,1901,0
63009,6907,616,5.4,4131,4131,0
113659,5727,586,2.0,7192,7192,0
72422,7537,572,0.4,23075,2182,0
19894,32768,714,1.2,12423,12185,1
92150,7873,673,12.6,10757,7693,0
26935,8849,642,1.5,6716,6716,0
38934,9271,780,1.6,22743,5849,0
56961,17522,690,0.8,31688,4457,0
162332,19245,566,6.6,23962,3092,0
316776,1169,582,1.3,27169,1023,0
70547,30252,718,1.6,7699,3691,0
43918,42154,754,2.1,6974,3834,0
67555,5767,705,2.3,8871,6222,0
83499,6137,840,2.1,10168,1365,0
40441,9319,814,2.8,26949,3964,0
143936,7297,694,6.7,22384,8255,0
56277,15981,566,6.8,14428,9027,0
66082,2815,519,6.4,3634,922,0
73098,5462,611,0.4,3036,3036,0
63130,45769,725,6.4,11711,3937,0
81094,6358,833,0.5,18328,4161,0
33848,36125,692,0.5,9361,585,0
35067,17752,767,11.8,37814,18849,0
25334,3142,625,6.8,4639,4639,0
63812,22209,712,3.2,4248,1239,0
78226,12160,732,8.3,6217,6217,0
64516,9280,452,18.2,6054,6054,1
133880,16252,609,3.8,14306,14306,0
48856,19530,745,3.8,7367,3719,0
73222,23531,677,5.6,3349,3349,0
25463,34290,530,1.1,18474,2756,1
38861,18518,407,0.7,2887,2887,1
74408,4445,613,5.7,4676,2428,0
81590,9146,643,1.7,3178,2200,0
41094,140708,562,0.6,11441,4624,1
46959,23851,664,1.5,11274,1631,0
19718,88914,701,1.8,37855,20784,1
39568,40796,717,13.4,18764,18764,0
83636,16211,414,4.8,27151,3267,1
69225,17003,519,3.0,12113,1411,0
66198,12974,620,13.9,4995,4995,0
50507,3327,707,9.3,10826,3185,0
49229,13554,699,2.9,14983,14146,0
32985,35191,697,9.4,16198,2420,0
74555,8269,612,2.1,7110,7110,0
63107,18575,617,1.0,13935,5446,0
65855,26404,577,1.1,5151,2674,0
35753,6453,727,4.3,4768,4768,0
13467,9311,558,2.8,4532,4532,1
94683,5918,735,4.3,10069,5314,0
36780,6921,671,4.6,4340,4340,0
29212,4769,645,0.1,7352,2241,0
74316,6501,584,0.2,18621,13764,0
38746,41588,514,3.0,4816,4816,1
92592,6423,585,0.8,6953,3396,0
70984,14782,617,4.0,10406,4395,0
73876,8935,413,3.2,11764,11764,1
21600,34307,630,3.5,6978,1772,1
101434,38137,742,1.4,17168,8466,0
57340,26669,707,4.1,14963,2973,0
39279,17067,600,7.1,21980,21980,0
53425,11105,655,25.0,9348,5204,0
16886,5149,594,7.3,6912,6912,0
62642,63248,665,3.3,6137,2477,0
26433,7275,804,0.9,12270,1598,0
21772,22718,747,4.6,7601,3981,0
19665,31184,702,11.1,6645,6226,1
95570,8568,601,1.0,7231,3104,0
33605,30651,725,1.2,6133,6133,0
123037,24621,481,0.6,11377,4069,1
35544,53230,625,5.3,3682,755,1
17599,9178,708,2.1,12236,8083,0
25087,4776,724,0.3,15892,2221,0
102897,8916,717,8.3,6591,3550,0
44643,15789,679,3.3,38003,19887,0
35278,13997,630,1.6,10020,10020,0
53961,9752,704,1.7,3318,2928,0
66242,2901,555,1.4,8128,8128,0
95840,19465,566,2.4,10341,2990,0
116903,64723,656,1.6,13552,3796,0
39503,19368,667,3.2,8265,2849,0
22123,21749,467,5.9,4875,1041,1
38251,21120,696,4.5,4599,4599,0
57306,18355,727,1.4,6263,6263,0
27495,28151,642,3.0,6698,2687,0
27604,18330,850,7.3,4472,4472,0
60251,10403,582,0.3,5926,3319,0
47610,7067,614,0.3,15703,2770,0
49995,10947,610,3.2,31379,7894,0
31098,17177,642,4.1,16795,1226,0
42692,10375,617,1.0,24689,11115,0
28154,17179,509,5.5,19573,3422,1
83627,18983,595,4.2,17733,11972,0
91231,26018,640,10.3,7813,7813,0
16192,37281,773,0.7,10923,8744,1
28065,14220,850,5.6,7373,2367,0
19972,4693,784,0.3,8490,1594,0
33189,10137,572,3.3,10381,1352,0
46627,13839,580,3.2,16309,13261,0
20542,3076,634,2.0,13311,4353,0
28195,40576,828,7.4,8837,2866,0
26839,14971,633,0.0,10289,4364,0
55512,18126,517,2.9,13406,12998,1
51103,39832,600,1.0,15791,9906,1
31792,8070,726,5.4,3418,3418,0
54507,21147,719,0.2,4656,4656,0
35312,12236,630,7.1,21485,5780,0
41648,11530,718,7.3,9484,6450,0
133796,7203,423,7.2,7355,5996,1
109565,50639,660,0.7,8230,4914,0
22477,9893,736,4.0,8229,8229,0
80647,23378,567,0.1,14626,6803,0
79765,2981,566,7.5,4557,2225,0
24613,34337,463,5.1,10070,7911,1
80119,31001,809,3.0,11758,6140,0
123347,14443,578,5.2,13061,8521,0
24996,11142,674,0.4,11568,4475,0
28268,18398,710,3.0,14202,10204,0
90273,83369,801,1.4,6628,4651,0
57693,3260,635,14.4,5119,5119,0
68247,24975,596,7.8,55265,3259,0
60135,6443,667,5.3,8015,3468,0
61971,13149,778,10.9,8698,8449,0
22117,10957,633,1.7,15907,3646,0
91894,9484,555,9.2,30250,30250,1
98889,13248,496,1.6,6760,6760,1
42718,5392,528,5.3,4919,4919,1
47759,30435,736,5.3,4148,4148,0
19562,3180,618,0.1,30187,3189,0
66740,20575,589,1.8,4785,4785,0
69095,10288,578,0.1,9708,9708,0
47225,5236,659,23.4,4994,4994,0
96241,15708,626,0.5,3591,3305,0
40117,3845,623,3.1,8065,1635,0
68787,13791,785,6.3,5134,2838,0
26588,4280,804,0.9,6099,3814,0
48333,19322,489,2.7,40307,22037,1
44152,6377,683,3.7,13325,13325,0
56116,9313,572,0.7,18997,6702,0
39273,16902,625,6.0,17628,4956,0
45302,7201,681,1.4,9222,3587,0
80469,12754,629,0.9,7275,7275,0
37720,3980,673,3.3,11781,11781,0
18696,22130,717,2.1,11136,11136,0
140049,54827,679,10.1,6646,6646,0
112294,124713,585,8.5,10839,10839,1
22576,14371,587,2.6,6036,6036,1
74148,25098,506,1.8,8778,4710,1
36251,3215,565,1.6,7827,2533,0
57417,44453,846,1.2,4072,4072,0
58486,24859,571,3.1,1909,1909,1
42589,9071,531,6.5,5129,1328,0
30630,35945,682,1.5,34992,4283,0
32392,10899,639,0.8,7968,2337,0
28291,9261,630,2.6,17038,12240,0
29760,19541,791,0.3,2237,2237,0
47084,5706,705,4.8,4886,4886,0
31906,30251,597,2.9,3835,2618,1
73809,5740,608,2.7,8590,8590,0
119653,5767,600,1.4,53926,1063,0
34612,6453,737,9.4,13659,7542,0
56593,24529,619,0.4,32433,1557,0
66159,8157,471,8.2,8282,3108,1
65069,4544,645,1.9,25730,5917,0
51307,8229,496,8.5,42247,6185,0
76543,13022,850,5.2,9168,6041,0
65470,5194,553,0.4,6785,5634,0
23328,5317,634,7.1,3934,2758,0
82578,72333,676,4.6,7972,4240,0
83481,6711,621,0.1,10481,5057,0
31009,10317,621,0.6,41014,5860,0
50149,9959,692,4.0,3998,3998,0
73865,9537,803,4.3,10319,9477,0
43235,21962,727,5.5,2779,2779,0
93320,28524,798,5.1,7341,5891,0
202465,10459,545,4.3,12308,3483,0
30589,4968,682,5.8,14169,1906,0
21405,37033,666,3.4,14948,5646,1
58823,12379,685,1.2,13071,13071,0
75579,53330,788,9.7,14858,7328,0
42680,2216,628,0.1,10219,2355,0
117237,15620,609,1.8,4753,4753,0
21957,62000,703,5.2,2708,2708,1
74291,10071,472,2.2,6750,6750,1
34081,11155,626,0.1,9007,3527,0
137534,16923,637,0.3,23807,6755,0
162026,8544,558,4.2,9224,3082,0
30946,10408,756,13.4,8625,3153,0
35252,10196,544,3.2,12963,1200,0
82105,8087,636,2.8,8193,7792,0
38860,35706,679,1.5,17455,6858,0
47703,19319,785,1.2,39558,7214,0
49773,16326,649,0.1,45869,6297,0
15494,25511,744,1.3,10593,2475,0
48615,10813,720,2.4,12529,11723,0
32408,7191,662,0.9,29888,12010,0
36466,8249,541,0.4,8911,2418,0
116562,13379,507,5.1,15922,7934,0
23066,5725,661,9.0,4471,4471,0
79851,8953,596,11.0,7962,3219,0
41466,8841,742,3.8,22232,3765,0
41446,73104,725,0.2,5987,5987,1
78765,1452,632,5.4,9049,1262,0
60116,11572,534,0.5,3288,1845,0
69035,53133,701,4.4,40297,2017,0
87633,14728,548,6.0,23959,976,0
40184,24410,574,5.2,11290,11290,1
33950,14470,552,12.1,14119,821,0
25563,7833,636,5.4,13058,6693,0
29874,2223,767,4.7,26082,10204,0
287638,15746,649,1.2,6883,3774,0
103446,7183,606,10.3,16524,2693,0
21793,7043,497,0.8,21040,6061,1
22171,8963,705,9.4,23173,4923,0
65455,53954,572,1.5,2035,2035,1
68075,91479,662,0.6,6506,461,0
68141,15895,615,7.0,4849,2150,0
42067,9211,734,0.0,10990,8147,0
45466,5209,634,7.1,2413,2413,0
59679,19435,644,1.2,2364,2364,0
51613,55621,699,8.6,45210,6222,0
12944,10961,850,4.7,15251,4354,0
42707,1992,739,4.4,10772,3744,0
29412,22835,641,1.8,12766,12766,1
54455,29387,650,0.2,10965,10965,0
293947,3757,598,7.1,19893,7677,0
61114,15386,555,0.7,6357,5274,1
40615,19168,595,1.9,11278,7977,0
85228,12601,573,3.7,11605,10344,0
65487,7097,715,2.6,4756,4756,0
63074,30114,543,0.9,24195,2499,0
70552,9675,783,0.6,7245,7245,0
168371,4072,725,0.5,20175,6134,0
24871,2593,652,8.0,10726,10726,0
65133,36632,650,0.1,31055,5816,0
28118,21880,594,15.1,4774,3940,1
68412,14334,677,0.9,4632,4632,0
28248,9394,759,0.5,5250,5250,0
38161,8750,580,3.4,10865,5542,0
41066,5650,497,0.3,29116,1668,0
88035,9460,720,3.7,30187,8903,0
85057,2450,682,7.6,1965,1965,0
23215,7414,538,0.2,11788,3285,0
50663,10418,577,6.4,1044,1044,0
32024,21762,564,2.0,17266,7296,1
23038,12940,578,0.7,21649,1234,0
43036,25234,618,0.8,9622,4065,0
40738,39313,623,10.0,10496,10496,1
210245,31149,585,0.5,10421,1602,0
63562,19466,574,8.1,5715,5715,1
21449,13487,627,3.1,13389,2784,0
34931,6096,667,0.2,8417,3418,0
90475,24148,618,2.5,18981,18981,0
171625,51216,766,6.8,9140,1113,0
18928,17565,701,5.2,5417,5417,0
15868,61933,491,2.7,3378,3197,1
150630,3942,702,7.9,2684,2684,0
61931,5306,711,0.5,24804,1807,0
29115,26480,607,9.6,7184,7184,1
67560,16505,500,7.5,12544,4137,1
10082,38217,651,4.9,34484,3693,1
49120,13195,649,6.8,6674,5425,0
59676,6672,538,3.1,6379,4216,0
85354,11261,505,4.5,9023,812,0
26680,3920,641,3.3,10103,3160,0
51607,5416,627,1.8,37097,11003,0
28134,29084,608,3.4,29616,1267,0
57138,26856,642,1.2,15285,1843,0
28647,17862,540,2.3,27299,3347,0
38374,3372,607,1.3,8736,2558,0
26971,10029,703,0.5,12203,4793,0
72452,5014,615,1.6,8014,1838,0
82049,34243,483,7.6,4011,3467,1
42584,8375,603,1.9,22988,4707,0
50158,5605,543,5.5,14360,8814,0
20555,13682,677,0.8,10023,10023,0
40954,8005,682,2.2,9880,3884,0
47566,43783,484,0.5,3448,3448,1
236210,7422,726,0.6,4993,4165,0
25155,4362,539,3.8,12523,10363,1
118008,2387,806,3.7,6834,6834,0
89154,13035,645,1.0,8498,5571,0
58011,8522,525,2.6,9198,1428,0
140811,4259,536,8.0,6138,5334,0
61283,34592,685,0.8,5026,2834,0
61914,22784,611,0.1,3201,3201,0
47483,13062,640,4.2,8932,8932,0
102144,39794,811,0.2,15261,1635,0
94644,22698,580,15.6,3132,3132,0
33678,6917,656,3.8,9732,2231,0
22213,5817,792,2.5,12050,3726,0
43400,25704,677,2.2,4951,4951,0
30333,18345,489,3.4,26782,6544,1
47188,15303,701,0.4,7555,4014,0
102998,6787,534,10.6,9220,2739,0
37258,21728,791,3.9,8841,6532,0
47777,7300,568,0.8,2865,2865,0
50757,12313,850,3.3,20053,2184,0
81557,42513,797,0.6,5070,5070,0
12732,7874,570,0.1,8387,8387,1
34063,3796,652,4.0,15038,15038,0
55646,5756,725,4.2,27519,6487,0
100715,29597,728,3.5,4647,4647,0
36492,16379,694,0.8,7241,1982,0
15900,12051,775,3.7,26048,2694,0
71099,8890,638,0.2,13692,9791,0
33483,19698,613,3.8,15832,6414,0
24009,6773,615,3.2,4742,4300,0
33705,17061,736,4.3,7590,517,0
43883,7443,687,9.0,8800,3321,0
34103,6515,679,7.6,5429,1708,0
13052,8023,730,15.8,3065,3065,0
83972,9894,445,15.0,6923,4138,1
105338,12848,681,5.9,25540,2792,0
72469,16129,672,12.5,10316,10316,0
24770,699,817,8.1,25900,12511,0
43439,7001,497,5.2,11218,11218,1
48829,9767,806,0.3,5795,5795,0
70212,44536,658,0.2,24205,10117,0
73204,5631,699,7.3,11483,2456,0
31555,15218,818,2.7,19405,2210,0
51493,44180,706,6.7,4685,4685,0
64497,4673,690,1.5,20478,770,0
117418,18310,674,2.0,20915,4582,0
74810,7032,602,4.8,12123,696,0
78703,8922,647,9.9,5626,5372,0
51549,7027,578,0.4,9583,9583,0
114265,7439,646,7.9,15183,6320,0
62684,117893,416,6.3,11663,11433,1
29242,26254,693,1.5,15074,15074,0
113780,32254,638,1.8,20102,4319,0
74514,19803,616,0.2,6286,6286,0
37578,3696,672,0.1,4409,4409,0
36765,18324,507,2.6,9640,9640,1
58568,31519,843,0.4,7857,2836,0
64726,6750,640,0.9,17156,17156,0
55181,28919,635,7.5,4665,4665,0
59088,23470,553,3.4,20217,18477,1
135941,58784,652,4.0,25528,5162,0
93239,9564,789,0.8,9899,1588,0
54961,5552,754,7.1,10327,7438,0
86231,10004,735,8.1,5783,1067,0
26383,42128,705,3.0,6769,3632,1
62240,3094,614,9.7,7437,5837,0
145159,2554,505,7.5,27175,27175,1
43009,14350,630,5.3,9412,6547,0
29479,9376,626,5.3,3922,3922,0
33148,13443,755,0.4,11834,4644,0
25495,28460,681,1.3,17648,1469,0
30612,8586,811,0.3,9723,5309,0
39250,2986,770,0.0,27680,5392,0
21092,68568,604,0.7,17056,2055,1
49482,6016,470,8.5,4749,1689,1
84235,5726,789,1.1,6728,3186,0
28434,32305,786,14.0,11595,5211,0
121975,9822,513,3.6,3083,3083,1
66601,12699,801,1.1,12525,1909,0
90976,19658,688,2.7,2884,2884,0
33034,31789,666,1.0,20260,7982,0
81856,10232,811,16.5,18678,5482,0
25459,45070,784,7.5,14092,2961,0
83629,2420,715,0.1,6166,6166,0
54345,24534,697,11.8,11149,4140,0
68320,6825,712,5.1,6909,1686,0
24213,40047,610,0.3,4810,4810,1
28651,14967,644,4.4,7808,6756,0
70146,7798,560,4.2,16136,4414,0
27750,22703,617,1.0,10205,1195,0
64726,27298,613,5.7,27323,2514,0
21584,22326,586,0.4,16917,16917,1
81545,5862,664,2.7,15695,1265,0
23400,9071,618,0.0,3209,3209,0
68281,13316,700,13.9,8106,4843,0
71352,12926,488,5.6,4698,4698,1
32271,24338,639,0.7,8707,1277,0
69509,2665,663,1.7,6092,5749,0
57312,17456,619,0.7,7598,1078,0
35479,10594,633,5.8,20802,5365,0
26765,6831,491,0.2,13803,2732,1
15100,7376,686,7.3,20030,2255,0
60463,11253,715,11.4,3228,3228,0
19170,749,699,4.5,10307,3976,0
51907,7623,754,1.0,19471,7528,0
41854,6630,670,1.8,28407,7755,0
73680,20460,698,2.6,3349,3349,0
40895,7013,666,3.7,7738,1657,0
40229,11248,719,4.4,20414,11239,0
76048,45882,492,3.2,8651,4988,1
59936,29599,561,1.7,5233,3497,1
59260,27497,809,8.9,3344,1747,0
64962,8956,404,0.3,5094,5094,1
19509,20628,636,2.5,3034,2143,1
77194,11080,767,6.0,10311,7832,0
70791,11420,641,0.3,18535,18535,0
26635,18541,609,4.9,4094,4094,1
42343,8287,663,6.9,11854,11854,0
47878,44108,615,4.3,17885,2573,0
45220,11753,653,0.1,9878,9764,0
59893,21910,582,0.8,3205,1755,0
115707,42808,761,1.7,12969,3983,0
93813,30495,792,1.1,9526,9526,0
22307,4328,637,13.1,8870,2844,0
71200,19071,511,4.2,6749,6749,1
108810,26386,598,1.4,10517,10517,0
61826,27269,632,10.6,14142,12930,0
94333,5483,701,5.4,52757,1571,0
163957,7898,549,1.3,10707,7885,0
90601,29603,573,1.9,28504,4269,0
56930,7263,701,0.9,12714,12714,0
91771,10512,744,14.2,9231,1108,0
53473,47132,588,2.9,10982,6843,1
49729,12859,517,9.1,4208,4208,1
39702,7469,850,1.7,12260,820,0
125248,6620,728,7.9,2454,2215,0
30000,17434,623,0.2,5411,947,0
122936,4598,737,16.1,10688,2556,0
66166,10961,638,9.7,22829,8057,0
21172,17441,737,1.8,26942,5860,0
61120,37772,666,6.0,8387,5724,0
13905,22789,659,5.6,11037,1928,1
71347,7546,639,9.3,19713,13472,0
83378,34294,505,1.5,3902,3902,1
34358,10513,844,2.5,13139,5066,0
52793,4971,556,8.0,5544,5544,0
158339,11642,514,6.0,8776,2014,0
36191,42215,629,2.0,7177,6037,1
25969,15248,554,7.5,13423,7195,1
119252,13494,645,0.2,14548,3008,0
159142,49502,719,6.1,18467,8841,0
49130,4251,750,0.9,12629,7551,0
89938,4777,731,1.3,11161,4487,0
109632,3668,619,2.7,36236,4364,0
31398,18000,655,2.4,3405,3405,0
36637,15263,691,2.9,32433,9993,0
102593,45899,474,3.1,8080,5201,1
134727,16233,707,1.6,14759,13469,0
68715,9669,504,0.8,7880,7880,1
28915,13379,850,5.9,6052,983,0
161496,14679,610,2.0,13894,1388,0
35647,3507,632,2.8,20527,14243,0
40091,116805,573,4.1,13782,3936,1
60198,20250,587,9.6,6772,5697,0
124554,15804,850,4.9,123989,13703,0
81829,21854,744,0.2,22903,4886,0
62876,23565,495,7.3,19022,5082,1
64730,11939,800,18.2,7730,2249,0
50318,8063,769,2.6,6389,6389,0
68520,21581,622,14.0,8136,8136,0
10746,18189,681,3.2,21099,2922,0
41029,6989,649,2.5,4947,2143,0
56658,41574,847,1.6,4686,4686,0
24573,16893,570,4.3,14439,4521,0
61808,23953,665,1.0,12375,2656,0
43361,40682,607,0.4,5772,5772,1
140545,13596,507,0.1,4611,4611,1
125972,17215,850,1.4,27079,1850,0
37068,25541,532,2.0,12707,7591,1
44779,7481,672,3.2,3811,2281,0
46893,13950,476,1.4,4002,4002,1
37384,14771,610,16.6,7684,7670,0
55106,6218,692,1.4,16531,3831,0
31102,85315,568,2.3,15011,5423,1
24875,4334,709,0.4,21855,11081,0
71227,4729,623,1.2,3487,3487,0
71519,38230,766,0.2,11576,11576,0
30255,23638,786,3.3,26853,13661,0
83886,5880,591,5.6,25159,7622,0
33559,21717,658,0.9,12724,2115,0
57062,43230,668,1.8,51206,4306,0
80194,13040,712,0.1,15161,7563,0
48042,106837,651,7.3,20536,2344,1
64398,3364,669,6.1,10210,10210,0
35959,23273,626,0.3,5729,2045,0
43570,33970,662,1.8,5363,2770,0
43325,27257,780,12.4,11239,2963,0
31321,11345,715,2.0,8535,8535,0
44088,10590,720,3.0,2870,2382,0
19357,19059,722,1.8,4827,973,0
36509,25658,635,3.6,7920,7920,0
41319,21633,682,15.3,16467,3295,0
42036,30701,541,24.0,9786,1879,1
42408,5913,777,6.0,9410,2491,0
47237,11134,372,2.1,4960,4960,1
65360,6298,641,2.7,10059,2721,0
82844,9810,764,1.8,24919,4398,0
33195,30097,514,17.0,11036,3287,1
23815,14565,690,4.9,3446,1621,0
26233,107526,582,2.4,4121,2519,1
36595,15595,613,0.0,14945,1524,0
39690,14013,745,2.9,8459,8459,0
30884,14544,670,16.5,9394,5382,0
22524,8020,447,3.0,6445,6445,1
37284,12756,552,0.8,14078,2597,0
54658,32933,748,0.1,8017,2269,0
70054,14635,695,1.8,8685,8685,0
35086,7081,825,10.0,5454,5454,0
38262,6374,818,22.7,18867,6949,0
28113,9319,616,11.6,8478,1804,0
48105,14173,850,5.2,15146,15146,0
